"","action","x1","x2","y1","y2","z1","z2"
"32501","on",16946,17058,-51267,-49759,69402,83492
"32502","on",12999,13204,-43828,-40244,83278,83492
"32503","on",12999,13204,-49004,-43829,83278,83492
"32504","on",12999,13204,-49758,-49005,83278,83492
"32505","on",13205,15375,-43828,-40244,83278,83492
"32506","on",13205,15375,-49004,-43829,83278,83492
"32507","on",13205,15375,-49758,-49005,83278,83492
"32508","on",15376,16945,-43828,-40244,83278,83492
"32509","on",17059,17500,-43828,-40244,83278,83492
"32510","on",16946,17058,-43828,-40244,83278,83492
"32511","on",15376,16945,-49004,-43829,83278,83492
"32512","on",15376,16945,-49758,-49005,83278,83492
"32513","on",17059,17500,-47814,-43829,83278,83492
"32514","on",16946,17058,-47814,-43829,83278,83492
"32515","on",17059,17500,-49004,-47815,83278,83492
"32516","on",16946,17058,-49004,-47815,83278,83492
"32517","on",17059,17500,-49758,-49005,83278,83492
"32518","on",16946,17058,-49758,-49005,83278,83492
"32519","on",54418,54748,-48561,-48153,3659,14644
"32520","on",52623,54417,-48561,-48153,3659,14644
"32521","on",54418,54748,-49607,-48562,3659,14644
"32522","on",52623,54417,-49607,-48562,3659,14644
"32523","on",54418,54748,-53039,-49608,3659,14644
"32524","on",52623,54417,-53039,-49608,3659,14644
"32525","on",54418,54748,-53403,-53040,3659,5315
"32526","on",52623,54417,-53403,-53040,3659,5315
"32527","on",54418,54748,-53403,-53040,8998,14644
"32528","on",52623,54417,-53403,-53040,8998,14644
"32529","on",54418,54748,-43949,-36753,1978,14644
"32530","on",52623,54417,-43949,-36753,1978,14644
"32531","on",54418,54748,-33518,-28993,1978,17679
"32532","on",54418,54748,-28992,-26684,1978,17679
"32533","on",54418,54748,-26683,-24061,1978,17679
"32534","on",52623,54417,-33518,-28993,1978,17679
"32535","on",52623,54417,-28992,-26684,1978,17679
"32536","on",52623,54417,-26683,-24061,1978,17679
"32537","on",54418,54748,-36752,-33519,1978,14644
"32538","on",52623,54417,-36752,-33519,1978,14644
"32539","on",54418,54748,-44123,-43950,3659,14644
"32540","on",52623,54417,-44123,-43950,3659,14644
"32541","on",54418,54748,-45483,-44124,3659,14644
"32542","on",52623,54417,-45483,-44124,3659,14644
"32543","on",54418,54748,-45655,-45484,3659,14644
"32544","on",52623,54417,-45655,-45484,3659,14644
"32545","on",54418,54748,-48152,-45656,3659,14644
"32546","on",52623,54417,-48152,-45656,3659,14644
"32547","on",54749,54854,-48561,-48153,3659,14644
"32548","on",54749,54854,-49607,-48562,3659,14644
"32549","on",54749,54854,-53039,-49608,3659,14644
"32550","on",54749,54854,-53403,-53040,3659,5315
"32551","on",54749,54854,-53403,-53040,8998,14644
"32552","on",54749,54854,-33518,-28993,1978,17679
"32553","on",54749,54854,-28992,-26684,1978,17679
"32554","on",54749,54854,-26683,-24061,1978,17679
"32555","on",54749,54854,-43949,-33519,1978,14644
"32556","on",54749,54854,-44123,-43950,3659,14644
"32557","on",54749,54854,-45483,-44124,3659,14644
"32558","on",54749,54854,-45655,-45484,3659,14644
"32559","on",54749,54854,-48152,-45656,3659,14644
"32560","on",52569,52622,-48561,-48153,3659,14644
"32561","on",52569,52622,-53039,-48562,3659,14644
"32562","on",52569,52622,-53403,-53040,3659,5315
"32563","on",52569,52622,-53403,-53040,8998,14644
"32564","on",52569,52622,-43949,-36753,1978,14644
"32565","on",52569,52622,-33518,-28993,1978,17679
"32566","on",52569,52622,-28992,-26684,1978,17679
"32567","on",52569,52622,-26683,-24061,1978,17679
"32568","on",52569,52622,-36752,-33519,1978,14644
"32569","on",52569,52622,-44123,-43950,3659,14644
"32570","on",52569,52622,-45483,-44124,3659,14644
"32571","on",52569,52622,-45655,-45484,3659,14644
"32572","on",52569,52622,-48152,-45656,3659,14644
"32573","on",57507,57922,-48561,-48153,3659,14644
"32574","on",56915,57506,-48561,-48153,3659,14644
"32575","on",57507,57922,-49607,-48562,3659,14644
"32576","on",56915,57506,-49607,-48562,3659,14644
"32577","on",57507,57922,-53039,-49608,3659,14644
"32578","on",56915,57506,-53039,-49608,3659,14644
"32579","on",57507,57922,-53403,-53040,3659,5315
"32580","on",56915,57506,-53403,-53040,3659,5315
"32581","on",57507,57922,-53403,-53040,8998,14644
"32582","on",56915,57506,-53403,-53040,8998,14644
"32583","on",57507,57922,-45655,-45493,3659,14644
"32584","on",56915,57506,-45655,-45493,3659,14644
"32585","on",57507,57922,-48152,-45656,3659,14644
"32586","on",56915,57506,-48152,-45656,3659,14644
"32587","on",57507,57922,-45483,-44130,3659,5422
"32588","on",56915,57506,-45483,-44130,3659,5422
"32589","on",57507,57922,-45492,-45484,3659,5422
"32590","on",56915,57506,-45492,-45484,3659,5422
"32591","on",54855,55452,-48561,-48153,3659,14644
"32592","on",55453,55852,-48561,-48153,3659,14644
"32593","on",54855,55452,-49607,-48562,3659,14644
"32594","on",55453,55852,-49607,-48562,3659,14644
"32595","on",55853,55931,-48561,-48153,3659,14644
"32596","on",55932,56556,-48561,-48153,3659,14644
"32597","on",55853,55931,-49607,-48562,3659,14644
"32598","on",55932,56556,-49607,-48562,3659,14644
"32599","on",56557,56914,-48561,-48153,3659,14644
"32600","on",56557,56914,-49607,-48562,3659,14644
"32601","on",54855,55452,-53039,-49608,3659,14644
"32602","on",55453,55852,-53039,-49608,3659,14644
"32603","on",54855,55452,-53403,-53040,3659,5315
"32604","on",55453,55852,-53403,-53040,3659,5315
"32605","on",54855,55452,-53403,-53040,8998,14644
"32606","on",55453,55852,-53403,-53040,8998,14644
"32607","on",55853,55931,-53039,-49608,3659,14644
"32608","on",55932,56556,-53039,-49608,3659,14644
"32609","on",56557,56914,-53039,-49608,3659,14644
"32610","on",55853,55931,-53403,-53040,3659,5315
"32611","on",55932,56556,-53403,-53040,3659,5315
"32612","on",56557,56914,-53403,-53040,3659,5315
"32613","on",55853,55931,-53403,-53040,8998,14644
"32614","on",55932,56556,-53403,-53040,8998,14644
"32615","on",56557,56914,-53403,-53040,8998,14644
"32616","on",54855,55452,-45655,-45493,3659,14644
"32617","on",55453,55852,-45655,-45493,3659,14644
"32618","on",54855,55452,-48152,-45656,3659,14644
"32619","on",55453,55852,-48152,-45656,3659,14644
"32620","on",55853,55931,-45655,-45493,3659,14644
"32621","on",55932,56556,-45655,-45493,3659,14644
"32622","on",55853,55931,-48152,-45656,3659,14644
"32623","on",55932,56556,-48152,-45656,3659,14644
"32624","on",56557,56914,-45655,-45493,3659,14644
"32625","on",56557,56914,-48152,-45656,3659,14644
"32626","on",54855,55452,-43949,-28993,1978,5422
"32627","on",55453,55852,-43949,-28993,1978,5422
"32628","on",54855,55452,-28992,-28805,1978,5422
"32629","on",55453,55852,-28992,-28805,1978,5422
"32630","on",54855,55452,-44123,-43950,3659,5422
"32631","on",55453,55852,-44123,-43950,3659,5422
"32632","on",54855,55452,-28804,-28046,1978,5422
"32633","on",55453,55852,-28804,-28046,1978,5422
"32634","on",54855,55452,-28045,-28013,1978,5422
"32635","on",55453,55852,-28045,-28013,1978,5422
"32636","on",54855,55452,-25795,-24061,1978,17679
"32637","on",55453,55852,-25795,-24061,1978,17679
"32638","on",54855,55452,-27672,-26684,1978,5422
"32639","on",55453,55852,-27672,-26684,1978,5422
"32640","on",54855,55452,-26683,-25796,1978,5422
"32641","on",55453,55852,-26683,-25796,1978,5422
"32642","on",54855,55452,-28012,-27673,1978,5422
"32643","on",55453,55852,-28012,-27673,1978,5422
"32644","on",54855,55452,-45483,-44124,3659,5422
"32645","on",55453,55852,-45483,-44124,3659,5422
"32646","on",55853,55931,-45483,-44130,3659,5422
"32647","on",55932,56556,-45483,-44130,3659,5422
"32648","on",56557,56914,-45483,-44130,3659,5422
"32649","on",54855,55452,-45492,-45484,3659,5422
"32650","on",55453,55852,-45492,-45484,3659,5422
"32651","on",55853,55931,-45492,-45484,3659,5422
"32652","on",55932,56556,-45492,-45484,3659,5422
"32653","on",56557,56914,-45492,-45484,3659,5422
"32654","on",57923,58778,-48561,-48153,3659,14644
"32655","on",57923,58778,-49607,-48562,3659,14644
"32656","on",57923,58778,-53039,-49608,3659,14644
"32657","on",57923,58778,-53403,-53040,3659,5315
"32658","on",57923,58778,-53403,-53040,8998,14644
"32659","on",57923,58778,-45655,-45493,3659,14644
"32660","on",57923,58778,-48152,-45656,3659,14644
"32661","on",57923,58778,-45483,-44130,3659,5422
"32662","on",57923,58778,-45492,-45484,3659,5422
"32663","on",58779,58833,-48561,-48153,3659,14644
"32664","on",58834,58838,-48561,-48153,3659,14644
"32665","on",58779,58833,-49607,-48562,3659,14644
"32666","on",58834,58838,-49607,-48562,3659,14644
"32667","on",58839,59429,-49607,-48153,3659,14644
"32668","on",59430,59604,-49607,-48153,3659,14644
"32669","on",58779,58833,-53039,-49608,3659,14644
"32670","on",58834,58838,-53039,-49608,3659,14644
"32671","on",58839,59429,-53039,-49608,3659,14644
"32672","on",58779,58833,-53403,-53040,3659,5315
"32673","on",58834,58838,-53403,-53040,3659,5315
"32674","on",58839,59429,-53403,-53040,3659,5315
"32675","on",58779,58833,-53403,-53040,8998,14644
"32676","on",58834,58838,-53403,-53040,8998,14644
"32677","on",58839,59429,-53403,-53040,8998,14644
"32678","on",59430,59604,-53039,-49608,3659,14644
"32679","on",59430,59604,-53403,-53040,3659,5315
"32680","on",59430,59604,-53403,-53040,8998,14644
"32681","on",58779,58833,-45655,-45493,3659,14644
"32682","on",58834,58838,-45655,-45493,3659,14644
"32683","on",58779,58833,-48152,-45656,3659,14644
"32684","on",58834,58838,-48152,-45656,3659,14644
"32685","on",58839,59429,-45655,-45493,3659,14644
"32686","on",58839,59429,-48152,-45656,3659,14644
"32687","on",59430,59604,-45655,-45493,3659,14644
"32688","on",59430,59604,-48152,-45656,3659,14644
"32689","on",58779,58833,-45483,-44130,3659,5422
"32690","on",58834,58838,-45483,-44130,3659,5422
"32691","on",58839,59429,-45483,-44130,3659,5422
"32692","on",59430,59604,-45483,-44130,3659,5422
"32693","on",58779,58833,-45492,-45484,3659,5422
"32694","on",58834,58838,-45492,-45484,3659,5422
"32695","on",58839,59429,-45492,-45484,3659,5422
"32696","on",59430,59604,-45492,-45484,3659,5422
"32697","on",59605,59923,-49607,-48153,3659,14644
"32698","on",59924,59944,-49607,-48153,3659,14644
"32699","on",59605,59923,-53039,-49608,3659,14644
"32700","on",59924,59944,-53039,-49608,3659,14644
"32701","on",59605,59923,-53403,-53040,3659,5315
"32702","on",59924,59944,-53403,-53040,3659,5315
"32703","on",59605,59923,-53403,-53040,8998,14644
"32704","on",59924,59944,-53403,-53040,8998,14644
"32705","on",59605,59923,-45655,-45493,3659,14644
"32706","on",59605,59923,-48152,-45656,3659,14644
"32707","on",59924,59944,-48152,-46293,3659,14644
"32708","on",59924,59944,-45655,-45493,3659,4554
"32709","on",59924,59944,-46292,-45656,3659,4554
"32710","on",59605,59923,-45483,-44130,3659,5422
"32711","on",59924,59944,-45483,-44130,3659,4554
"32712","on",59605,59923,-45492,-45484,3659,5422
"32713","on",59924,59944,-45492,-45484,3659,4554
"32714","on",62794,63565,-49607,-46293,1978,14644
"32715","on",62794,63565,-53039,-49608,1978,14644
"32716","on",62794,63565,-45655,-45493,1978,4554
"32717","on",62794,63565,-46292,-45656,1978,4554
"32718","on",62794,63565,-53403,-53040,1978,5315
"32719","on",62794,63565,-53403,-53040,8998,14644
"32720","on",62626,62793,-49607,-48153,3659,14644
"32721","on",62626,62793,-53039,-49608,3659,14644
"32722","on",62626,62793,-53403,-53040,3659,5315
"32723","on",62626,62793,-53403,-53040,8998,14644
"32724","on",62626,62793,-48152,-46293,3659,14644
"32725","on",62626,62793,-45655,-45493,3659,4554
"32726","on",62626,62793,-46292,-45656,3659,4554
"32727","on",62794,63565,-26777,-26684,1978,17679
"32728","on",62794,63565,-26683,-24061,1978,17679
"32729","on",62626,62793,-26777,-26684,1978,17679
"32730","on",62626,62793,-26683,-24061,1978,17679
"32731","on",62794,63565,-45483,-44130,1978,4554
"32732","on",62626,62793,-45483,-44130,3659,4554
"32733","on",62794,63565,-45492,-45484,1978,4554
"32734","on",62626,62793,-45492,-45484,3659,4554
"32735","on",59945,60371,-49607,-48153,3659,14644
"32736","on",59945,60371,-53039,-49608,3659,14644
"32737","on",59945,60371,-53403,-53040,3659,5315
"32738","on",59945,60371,-53403,-53040,8998,14644
"32739","on",59945,60371,-48152,-46293,3659,14644
"32740","on",59945,60371,-45655,-45493,3659,4554
"32741","on",59945,60371,-46292,-45656,3659,4554
"32742","on",60372,62331,-49607,-48153,3659,14644
"32743","on",62332,62625,-49607,-48153,3659,14644
"32744","on",60372,62331,-53039,-49608,3659,14644
"32745","on",62332,62625,-53039,-49608,3659,14644
"32746","on",60372,62331,-53403,-53040,3659,5315
"32747","on",62332,62625,-53403,-53040,3659,5315
"32748","on",60372,62331,-53403,-53040,8998,14644
"32749","on",62332,62625,-53403,-53040,8998,14644
"32750","on",60372,62331,-48152,-46293,3659,14644
"32751","on",62332,62625,-48152,-46293,3659,14644
"32752","on",60372,62331,-45655,-45493,3659,4554
"32753","on",62332,62625,-45655,-45493,3659,4554
"32754","on",60372,62331,-46292,-45656,3659,4554
"32755","on",62332,62625,-46292,-45656,3659,4554
"32756","on",59945,60371,-45483,-44130,3659,4554
"32757","on",60372,62331,-45483,-44130,3659,4554
"32758","on",62332,62625,-45483,-44130,3659,4554
"32759","on",59945,60371,-45492,-45484,3659,4554
"32760","on",60372,62331,-45492,-45484,3659,4554
"32761","on",62332,62625,-45492,-45484,3659,4554
"32762","on",63566,64171,-49607,-46293,1978,14644
"32763","on",63566,64171,-53039,-49608,1978,14644
"32764","on",63566,64171,-45655,-45493,1978,4554
"32765","on",63566,64171,-46292,-45656,1978,4554
"32766","on",63566,64171,-53403,-53040,1978,5315
"32767","on",63566,64171,-53403,-53040,8998,14644
"32768","on",64172,64181,-49607,-48153,8998,14644
"32769","on",64172,64181,-53403,-49608,8998,14644
"32770","on",63566,64171,-26777,-26684,1978,17679
"32771","on",63566,64171,-26683,-24061,1978,17679
"32772","on",64172,64181,-26777,-26684,1978,17679
"32773","on",64172,64181,-26683,-24061,1978,17679
"32774","on",63566,64171,-45483,-44130,1978,4554
"32775","on",63566,64171,-45492,-45484,1978,4554
"32776","on",64785,65605,-49607,-48153,8998,14644
"32777","on",64182,64784,-49607,-48153,8998,14644
"32778","on",64785,65605,-53403,-49608,8998,14644
"32779","on",64182,64784,-53403,-49608,8998,14644
"32780","on",64785,65605,-26777,-26684,1978,17679
"32781","on",64785,65605,-26683,-24061,1978,17679
"32782","on",64182,64784,-26777,-26684,1978,17679
"32783","on",64182,64784,-26683,-24061,1978,17679
"32784","on",68404,68463,-49607,-48153,8998,14644
"32785","on",68404,68463,-53403,-49608,8998,14644
"32786","on",70105,72946,-49607,-49400,8998,14644
"32787","on",69902,70104,-49607,-49400,8998,14644
"32788","on",68464,69901,-49607,-49400,8998,14644
"32789","on",70105,72946,-53403,-49608,8998,14644
"32790","on",69902,70104,-53403,-49608,8998,14644
"32791","on",68464,69901,-53403,-49608,8998,14644
"32792","on",70105,72946,-49399,-48153,8998,14644
"32793","on",69902,70104,-49399,-48153,8998,14644
"32794","on",68464,69901,-49399,-48153,8998,14644
"32795","on",68404,68463,-26777,-26684,1978,17679
"32796","on",68404,68463,-26683,-24061,1978,17679
"32797","on",70105,72946,-26777,-24061,1978,17679
"32798","on",69902,70104,-26777,-24061,1978,17679
"32799","on",68464,69901,-26777,-26684,1978,17679
"32800","on",68464,69901,-26683,-24061,1978,17679
"32801","on",67433,67533,-49607,-48153,8998,14644
"32802","on",67433,67533,-53403,-49608,8998,14644
"32803","on",67534,67943,-49607,-48153,8998,14644
"32804","on",67944,68403,-49607,-48153,8998,14644
"32805","on",67534,67943,-53403,-49608,8998,14644
"32806","on",67944,68403,-53403,-49608,8998,14644
"32807","on",67433,67533,-26777,-26684,1978,17679
"32808","on",67433,67533,-26683,-24061,1978,17679
"32809","on",67534,67943,-26777,-26684,1978,17679
"32810","on",67534,67943,-26683,-24061,1978,17679
"32811","on",67944,68403,-26777,-26684,1978,17679
"32812","on",67944,68403,-26683,-24061,1978,17679
"32813","on",66057,67432,-49607,-48153,8998,14644
"32814","on",65990,66056,-49607,-48153,8998,14644
"32815","on",65606,65989,-49607,-48153,8998,14644
"32816","on",66057,67432,-53403,-49608,8998,14644
"32817","on",65990,66056,-53403,-49608,8998,14644
"32818","on",65606,65989,-53403,-49608,8998,14644
"32819","on",66057,67432,-26777,-26684,1978,17679
"32820","on",65990,66056,-26777,-26684,1978,17679
"32821","on",65606,65989,-26777,-26684,1978,17679
"32822","on",66057,67432,-26683,-24061,1978,17679
"32823","on",65990,66056,-26683,-24061,1978,17679
"32824","on",65606,65989,-26683,-24061,1978,17679
"32825","on",72947,73086,-26777,-24061,1978,17679
"32826","on",75586,75592,-26777,-24061,1978,17679
"32827","on",74219,75585,-26777,-24061,1978,17679
"32828","on",75593,76075,-26777,-24061,1978,17679
"32829","on",78506,78854,-26777,-24061,1978,17679
"32830","on",77999,78176,-26777,-24061,1978,17679
"32831","on",78177,78505,-26777,-24061,1978,17679
"32832","on",76076,77998,-26777,-24061,1978,17679
"32833","on",79699,80661,-26777,-24061,1978,17679
"32834","on",78855,79698,-26777,-24061,1978,17679
"32835","on",74146,74218,-26777,-24061,1978,17679
"32836","on",73087,74145,-26777,-24061,1978,17679
"32837","on",70105,72946,-24060,-20657,12122,18741
"32838","on",69902,70104,-24060,-20657,12122,18741
"32839","on",68464,69901,-24060,-20657,12122,18741
"32840","on",70105,72946,-26777,-24061,17680,18741
"32841","on",69902,70104,-26777,-24061,17680,18741
"32842","on",68464,69901,-26777,-26684,17680,18741
"32843","on",68464,69901,-26683,-24061,17680,18741
"32844","on",68404,68463,-24060,-20657,12122,18741
"32845","on",68404,68463,-26777,-26684,17680,18741
"32846","on",68404,68463,-26683,-24061,17680,18741
"32847","on",67944,68403,-24060,-20657,12122,18741
"32848","on",67944,68403,-26777,-26684,17680,18741
"32849","on",67944,68403,-26683,-24061,17680,18741
"32850","on",67554,67943,-24060,-20657,12122,18741
"32851","on",67554,67943,-26777,-26684,17680,18741
"32852","on",67554,67943,-26683,-24061,17680,18741
"32853","on",72947,73086,-24060,-20657,12122,18741
"32854","on",72947,73086,-26777,-24061,17680,18741
"32855","on",73087,73756,-24060,-20657,12122,18741
"32856","on",73087,73756,-26777,-24061,17680,18741
"32857","on",-4847,-4607,-28349,-24802,56671,59039
"32858","on",-4847,-4607,-29111,-28350,56671,59039
"32859","on",-5346,-4848,-28349,-24802,56671,59039
"32860","on",-5346,-4848,-29111,-28350,56671,59039
"32861","on",-3595,-3208,-29111,-24802,56671,68157
"32862","on",-3958,-3596,-29111,-24802,56671,59039
"32863","on",-4214,-3959,-29111,-24802,56671,59039
"32864","on",-4606,-4215,-28349,-24802,56671,59039
"32865","on",-4606,-4215,-29111,-28350,56671,59039
"32866","on",-3595,-3208,-29111,-24802,70932,77311
"32867","on",-7719,-7127,-28349,-24802,56671,59039
"32868","on",-7126,-5347,-28349,-24802,56671,59039
"32869","on",-7719,-7127,-29111,-28350,56671,59039
"32870","on",-7126,-5347,-29111,-28350,56671,59039
"32871","on",-7745,-7720,-28349,-24802,56671,59039
"32872","on",-8169,-7746,-28349,-24802,56671,59039
"32873","on",-8947,-8170,-28349,-24802,56671,59039
"32874","on",-7745,-7720,-29111,-28350,56671,59039
"32875","on",-8169,-7746,-29111,-28350,56671,59039
"32876","on",-8947,-8170,-29111,-28350,56671,59039
"32877","on",-9470,-8948,-28349,-24802,56671,59039
"32878","on",-9470,-8948,-29111,-28350,56671,59039
"32879","on",-9897,-9844,-28349,-24802,56671,59039
"32880","on",-9843,-9471,-28349,-24802,56671,59039
"32881","on",-10295,-9898,-28349,-24802,56671,59039
"32882","on",-9897,-9844,-29111,-28350,56671,59039
"32883","on",-9843,-9471,-29111,-28350,56671,59039
"32884","on",-10295,-9898,-29111,-28350,56671,59039
"32885","on",-3207,-3133,-29111,-24802,56671,57338
"32886","on",-3132,-2299,-29111,-24802,56671,57338
"32887","on",-2298,-2271,-29111,-24802,56671,57338
"32888","on",-3207,-3133,-29111,-24802,70932,77311
"32889","on",-3132,-2299,-29111,-24802,70932,77311
"32890","on",-2298,-2271,-29111,-24802,70932,77311
"32891","on",759,1048,-29111,-24802,56671,57338
"32892","on",759,1048,-29111,-24802,70932,77311
"32893","on",1049,1085,-29111,-24802,56671,57338
"32894","on",1086,1564,-29111,-24802,56671,57338
"32895","on",1049,1085,-29111,-24802,70932,77311
"32896","on",1086,1564,-29111,-24802,70932,77311
"32897","on",1565,2337,-29111,-24802,56671,57338
"32898","on",1565,2337,-29111,-24802,70932,77311
"32899","on",2338,4618,-29111,-24802,56671,57338
"32900","on",2338,4618,-29111,-24802,70932,77311
"32901","on",7165,7258,-29111,-24802,56671,57338
"32902","on",7165,7258,-29111,-24802,70932,77311
"32903","on",5621,5712,-29111,-24802,56671,57338
"32904","on",4619,5620,-29111,-24802,56671,57338
"32905","on",5713,7164,-29111,-24802,56671,57338
"32906","on",5621,5712,-29111,-24802,70932,77311
"32907","on",4619,5620,-29111,-24802,70932,77311
"32908","on",5713,7164,-29111,-24802,70932,77311
"32909","on",10128,10492,-29111,-24802,56671,57338
"32910","on",10128,10492,-29111,-24802,70932,77311
"32911","on",10493,12073,-29111,-24802,56671,57338
"32912","on",12074,12104,-28348,-24802,56671,57338
"32913","on",12074,12104,-29111,-28349,56671,57338
"32914","on",10493,12073,-29111,-24802,70932,77311
"32915","on",12074,12104,-28348,-24802,70932,77311
"32916","on",12074,12104,-29111,-28349,70932,77311
"32917","on",7284,7926,-29111,-24802,56671,57338
"32918","on",7927,10127,-29111,-24802,56671,57338
"32919","on",7284,7926,-29111,-24802,70932,77311
"32920","on",7927,10127,-29111,-24802,70932,77311
"32921","on",7259,7283,-29111,-24802,56671,57338
"32922","on",7259,7283,-29111,-24802,70932,77311
"32923","on",-2270,758,-29111,-24802,56671,57338
"32924","on",-2270,758,-29111,-24802,70932,77311
"32925","on",12105,12216,-28348,-24802,56671,57338
"32926","on",12105,12216,-29111,-28349,56671,57338
"32927","on",12105,12216,-28348,-24802,70932,77311
"32928","on",12105,12216,-29111,-28349,70932,77311
"32929","on",12217,12446,-28348,-24802,70932,77311
"32930","on",12217,12446,-29111,-28349,70932,77311
"32931","on",-23543,-22807,-74819,-70259,-44703,-30950
"32932","on",-23543,-22807,-66375,-64618,-31343,-30950
"32933","on",-23543,-22807,-66375,-64618,-23259,-15267
"32934","on",-23543,-22807,-69813,-66376,-31343,-30950
"32935","on",-23543,-22807,-69813,-66376,-23259,-15267
"32936","on",-23543,-22807,-70258,-69814,-31343,-30950
"32937","on",-20740,-19988,-74819,-70259,-44703,-30950
"32938","on",-20740,-19988,-66375,-64618,-31343,-30950
"32939","on",-20740,-19988,-66375,-64618,-23259,-15267
"32940","on",-20740,-19988,-69813,-66376,-31343,-30950
"32941","on",-20740,-19988,-69813,-66376,-23259,-15267
"32942","on",-20740,-19988,-70258,-69814,-31343,-30950
"32943","on",-21581,-20741,-74819,-70259,-44703,-30950
"32944","on",-21581,-20741,-66375,-64618,-31343,-30950
"32945","on",-21581,-20741,-66375,-64618,-23259,-15267
"32946","on",-21581,-20741,-69813,-66376,-31343,-30950
"32947","on",-21581,-20741,-69813,-66376,-23259,-15267
"32948","on",-21581,-20741,-70258,-69814,-31343,-30950
"32949","on",-22722,-21582,-74819,-70259,-44703,-30950
"32950","on",-22722,-21582,-66375,-64618,-31343,-30950
"32951","on",-22722,-21582,-66375,-64618,-23259,-15267
"32952","on",-22722,-21582,-69813,-66376,-31343,-30950
"32953","on",-22722,-21582,-69813,-66376,-23259,-15267
"32954","on",-22722,-21582,-70258,-69814,-31343,-30950
"32955","on",-22806,-22723,-74819,-70259,-44703,-30950
"32956","on",-22806,-22723,-66375,-64618,-31343,-30950
"32957","on",-22806,-22723,-66375,-64618,-23259,-15267
"32958","on",-22806,-22723,-69813,-66376,-31343,-30950
"32959","on",-22806,-22723,-69813,-66376,-23259,-15267
"32960","on",-22806,-22723,-70258,-69814,-31343,-30950
"32961","on",-15752,-13788,-74819,-70259,-29670,-15267
"32962","on",-15752,-13788,-70258,-64618,-29670,-15267
"32963","on",-13622,-13347,-74819,-70259,-27802,-15267
"32964","on",-13622,-13347,-70258,-69814,-27802,-15267
"32965","on",-13622,-13347,-69813,-64618,-27802,-15267
"32966","on",-13787,-13692,-74819,-70259,-29670,-15267
"32967","on",-13691,-13623,-74819,-70259,-27802,-15267
"32968","on",-13787,-13692,-70258,-64618,-29670,-15267
"32969","on",-13691,-13623,-70258,-69814,-27802,-15267
"32970","on",-13691,-13623,-69813,-64618,-27802,-15267
"32971","on",-16348,-15753,-74819,-70259,-29670,-15267
"32972","on",-17894,-16349,-74819,-70259,-29670,-15267
"32973","on",-16348,-15753,-70258,-64618,-29670,-15267
"32974","on",-17894,-16349,-70258,-64618,-29670,-15267
"32975","on",-19064,-17943,-74819,-70259,-44703,-26313
"32976","on",-19987,-19409,-74819,-70259,-44703,-30950
"32977","on",-19408,-19065,-74819,-70259,-44703,-30950
"32978","on",-17942,-17895,-74819,-70259,-29670,-26313
"32979","on",-19064,-17943,-69813,-64618,-31343,-15267
"32980","on",-19987,-19409,-69813,-64618,-31343,-30950
"32981","on",-19408,-19065,-69813,-64618,-31343,-30950
"32982","on",-19987,-19409,-69813,-64618,-23259,-15267
"32983","on",-19408,-19065,-69813,-64618,-23259,-15267
"32984","on",-17942,-17895,-69813,-64618,-29670,-15267
"32985","on",-19064,-17943,-70258,-69814,-31343,-26313
"32986","on",-19987,-19409,-70258,-69814,-31343,-30950
"32987","on",-19408,-19065,-70258,-69814,-31343,-30950
"32988","on",-17942,-17895,-70258,-69814,-29670,-26313
"32989","on",-13346,-12627,-74819,-70259,-27802,-15267
"32990","on",-13346,-12627,-70258,-69814,-27802,-15267
"32991","on",-13346,-12627,-69813,-64618,-27802,-15267
"32992","on",-12486,-12014,-74819,-70259,-27802,-15267
"32993","on",-12013,-11985,-74819,-70259,-27802,-15267
"32994","on",-12486,-12014,-70258,-69814,-27802,-15267
"32995","on",-12486,-12014,-69813,-64618,-27802,-15267
"32996","on",-12013,-11985,-70258,-64618,-27802,-15267
"32997","on",-12626,-12487,-74819,-70259,-27802,-15267
"32998","on",-12626,-12487,-70258,-69814,-27802,-15267
"32999","on",-12626,-12487,-69813,-64618,-27802,-15267
"33000","on",-35384,-34712,-92510,-87036,1999,29221
"33001","on",-35384,-34712,-87035,-86375,18616,29221
"33002","on",-34505,-32382,-92510,-87036,1999,29221
"33003","on",-34711,-34506,-92510,-87036,1999,29221
"33004","on",-34505,-32382,-87035,-86375,18616,29221
"33005","on",-34711,-34506,-87035,-86375,18616,29221
"33006","on",-32381,-31269,-92510,-87036,1999,29221
"33007","on",-32381,-31269,-87035,-86375,18616,29221
"33008","on",-29896,-28858,-92510,-87036,1999,29221
"33009","on",-30770,-29897,-92510,-87036,1999,29221
"33010","on",-29896,-28858,-87035,-86375,18616,29221
"33011","on",-30770,-29897,-87035,-86375,18616,29221
"33012","on",-30938,-30771,-92510,-87036,1999,29221
"33013","on",-30938,-30771,-87035,-86375,18616,29221
"33014","on",-27146,-27062,-92510,-87036,1999,29221
"33015","on",-27146,-27062,-87035,-86375,18616,29221
"33016","on",-16348,-13544,-92510,-69606,1999,29221
"33017","on",-23492,-19409,-92510,-69606,1999,29221
"33018","on",-19408,-16349,-92510,-69606,1999,29221
"33019","on",-13543,-13347,-92510,-80974,1999,29221
"33020","on",-13543,-13347,-80973,-69606,1999,6134
"33021","on",-13346,-12627,-92510,-80974,1999,29221
"33022","on",-13346,-12627,-80973,-69606,1999,6134
